"1","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Such w#GAP# the impr#GAP# made o#GAP# Raskolnikov by t#GAP# person si#GAP# a little d#GAP# from h#GAP# , who lo#GAP# like a r#GAP# clerk . The y#GAP# man o#GAP# recalled th#GAP# impression a#GAP# , and e#GAP# ascribed i#GAP# to pres#GAP# . He lo#GAP# repeatedly a#GAP# the cl#GAP# , partly n#GAP# doubt because the latter was staring persistently at him , obviously anxious to enter into conversation . At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","as ession n he tting istance im oked etired oung ften is fterwards ven t entiment oked t erk o","There are chance meetings with strangers that interest us from the first moment, before a word is spoken. Such was the impression made on Raskolnikov by the person sitting a little distance from him, who looked like a retired clerk. The young man often recalled this impression afterwards, and even ascribed it to presentiment. He looked repeatedly at the clerk, partly no doubt because the latter was staring persistently at him, obviously anxious to enter into conversation. At the other persons in the room, including the tavern-keeper, the clerk looked as though he were used to their company, and weary of it, showing a shade of condescending contempt for them as persons of station and culture inferior to his own, with whom it would be useless for him to converse.","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Such was the impression made on Raskolnikov by the person sitting a little distance from him , who looked like a retired clerk . The young man often recalled this impression afterwards , and even ascribed it to presentiment . He looked repeatedly at the clerk , partly no doubt because the latter was staring persistently at him , obviously anxious to enter into conversation . At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","gpt4 crime_and_punishment_1_0.9.txt"
"2","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Such w#GAP# the impression ma#GAP# on Raskol#GAP# by the person si#GAP# a little di#GAP# from him , who lo#GAP# like a re#GAP# clerk . The yo#GAP# man of#GAP# recalled th#GAP# impression after#GAP# , and ev#GAP# ascribed i#GAP# to pre#GAP# . He lo#GAP# repeatedly at the cl#GAP# , partly no do#GAP# because the lat#GAP# was staring pers#GAP# at him , ob#GAP# anxious to enter into conversation At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","as de nikov tting stance oked tired ung ten is wards en t sentiment oked erk ubt ter istently viously","There are chance meetings with strangers that interest us from the first moment, before a word is spoken. Such was the impression made on Raskolnikov by the person sitting a little distance from him, who looked like a retired clerk. The young man often recalled this impression afterwards, and even ascribed it to presentiment. He looked repeatedly at the clerk, partly no doubt because the latter was staring persistently at him, obviously anxious to enter into conversation. At the other persons in the room, including the tavern-keeper, the clerk looked as though he were used to their company, and weary of it, showing a shade of condescending contempt for them as persons of station and culture inferior to his own, with whom it would be useless for him to converse.","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Such was the impression made on Raskolnikov by the person sitting a little distance from him , who looked like a retired clerk . The young man often recalled this impression afterwards , and even ascribed it to presentiment . He looked repeatedly at the clerk , partly no doubt because the latter was staring persistently at him , obviously anxious to enter into conversation . At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","gpt4 crime_and_punishment_1_0.1.txt"
"3","The village of Longbourn was only one mile from Meryton ; a most convenient distance for the young ladies , who were usually tempted thither three or four times a week , to pay their duty to their aunt , and to a milliner 's shop just over the way . The two you#GAP# of the fam#GAP# , Catherine a#GAP# Lydia , were pa#GAP# frequent in th#GAP# attentions : their mi#GAP# were more va#GAP# than their sisters ' , and wh#GAP# nothing bet#GAP# offered , a wa#GAP# to Meryton wa#GAP# necessary to am#GAP# their morning ho#GAP# and furnish conv#GAP# for the even#GAP# ; and , how#GAP# bare of news the co#GAP# in general mi#GAP# be , they al#GAP# contrived to le#GAP# some from their aunt . At present , indeed , they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood ; it was to remain the whole winter , and Meryton was the head-quarters .","ngest ily nd rticularly ese nds cant en ter lk s use urs ersation ing ever untry ght ways arn","The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt, and to a milliner's shop just over the way. The two youngest of the family, Catherine and Lydia, were particularly frequent in these attentions: their minds were more vacant than their sisters', and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and, however bare of news the country in general might be, they always contrived to learn some from their aunt. At present, indeed, they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood; it was to remain the whole winter, and Meryton was the head-quarters. Their visits to Mrs. Philips were now productive of the most interesting intelligence. Every day added something to their knowledge of the officers' names and connections. Their lodgings were not long a secret, and at length they began to know the officers themselves. Mr. Philips visited them all, and this opened to his nieces a source of felicity unknown before. They could talk of nothing but officers; and Mr. Bingley’s large fortune, the mention of which gave animation to their mother, was worthless in their eyes when opposed to the regimentals of an ensign.","The village of Longbourn was only one mile from Meryton ; a most convenient distance for the young ladies , who were usually tempted thither three or four times a week , to pay their duty to their aunt , and to a milliner 's shop just over the way . The two youngest of the family , Catherine and Lydia , were particularly frequent in these attentions : their minds were more vacant than their sisters ' , and when nothing better offered , a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening ; and , however bare of news the country in general might be , they always contrived to learn some from their aunt . At present , indeed , they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood ; it was to remain the whole winter , and Meryton was the head-quarters .","gpt4 pride_and_prejudice_2_0.1.txt"
"4","The village of Longbourn was only one mile from Meryton ; a most convenient distance for the young ladies , who were usually tempted thither three or four times a week , to pay their duty to their aunt , and to a milliner 's shop just over the way . The two you#GAP# of the fam#GAP# , Catherine and Lyd#GAP# , were partic#GAP# frequent i#GAP# these att#GAP# : their mi#GAP# were mo#GAP# vacant th#GAP# their sisters ' , and wh#GAP# nothing b#GAP# offered , a walk to Mer#GAP# was nec#GAP# to amu#GAP# their morning hou#GAP# and furn#GAP# conversation f#GAP# the evening ; and , how#GAP# bare of news the coun#GAP# in gen#GAP# might be , they always contrived to learn some from their At present , indeed , they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood ; it was to remain the whole winter , and Meryton was the head-quarters .","ngest ily ia ularly n entions nds re an en etter yton essary se rs ish or ever try eral","The village of Longbourn was only one mile from Meryton; a most convenient distance for the young ladies, who were usually tempted thither three or four times a week, to pay their duty to their aunt, and to a milliner's shop just over the way. The two youngest of the family, Catherine and Lydia, were particularly frequent in these attentions: their minds were more vacant than their sisters', and when nothing better offered, a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening; and, however bare of news the country in general might be, they always contrived to learn some from their aunt. At present, indeed, they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood; it was to remain the whole winter, and Meryton was the head-quarters. Their visits to Mrs. Philips were now productive of the most interesting intelligence. Every day added something to their knowledge of the officers' names and connections. Their lodgings were not long a secret, and at length they began to know the officers themselves. Mr. Philips visited them all, and this opened to his nieces a source of felicity unknown before. They could talk of nothing but officers; and Mr. Bingley’s large fortune, the mention of which gave animation to their mother, was worthless in their eyes when opposed to the regimentals of an ensign.","The village of Longbourn was only one mile from Meryton ; a most convenient distance for the young ladies , who were usually tempted thither three or four times a week , to pay their duty to their aunt , and to a milliner 's shop just over the way . The two youngest of the family , Catherine and Lydia , were particularly frequent in these attentions : their minds were more vacant than their sisters ' , and when nothing better offered , a walk to Meryton was necessary to amuse their morning hours and furnish conversation for the evening ; and , however bare of news the country in general might be , they always contrived to learn some from their aunt . At present , indeed , they were well supplied both with news and happiness by the recent arrival of a militia regiment in the neighbourhood ; it was to remain the whole winter , and Meryton was the head-quarters .","gpt4 pride_and_prejudice_2_0.9.txt"
"5","Having kept a sharp eye on philosophers , and having read between their lines long enough , I now say to myself that the greater part of conscious thinking must be counted among the instinctive functions , and it is so even in the case of philosophical thinking ; one has here to learn anew , as one learned anew about heredity and "" innateness . "" As litt#GAP# as th#GAP# act o#GAP# birth co#GAP# into co#GAP# in th#GAP# whole pr#GAP# and pr#GAP# of he#GAP# , ju#GAP# as li#GAP# is "" be#GAP# - conscious "" op#GAP# to th#GAP# inst#GAP# in an#GAP# deci#GAP# sense ; th#GAP# grea#GAP# part o#GAP# the conscious thinking of a philosopher is secretly influenced by his instincts , and forced into definite channels . And behind all logic and its seeming sovereignty of movement , there are valuations , or to speak more plainly , physiological demands , for the maintenance of a definite mode of life For example , that the certain is worth more than the uncertain , that illusion is less valuable than "" truth "" such valuations , in spite of their regulative importance for us , might notwithstanding be only superficial valuations , special kinds of niaiserie , such as may be necessary for the maintenance of beings such as ourselves .","le e f mes nsideration e ocess ocedure redity st ttle ing posed e inctive y sive e ter f","Having kept a sharp eye on philosophers, and having read between their lines long enough, I now say to myself that the greater part of conscious thinking must be counted among the instinctive functions, and it is so even in the case of philosophical thinking; one has here to learn anew, as one learned anew about heredity and ""innateness."" As little as the act of birth comes into consideration in the whole process and procedure of heredity, just as little is ""being-conscious"" opposed to the instinctive in any decisive sense; the greater part of the conscious thinking of a philosopher is secretly influenced by his instincts, and forced into definite channels. And behind all logic and its seeming sovereignty of movement, there are valuations, or to speak more plainly, physiological demands, for the maintenance of a definite mode of life For example, that the certain is worth more than the uncertain, that illusion is less valuable than ""truth"" such valuations, in spite of their regulative importance for us, might notwithstanding be only superficial valuations, special kinds of niaiserie, such as may be necessary for the maintenance of beings such as ourselves.","Having kept a sharp eye on philosophers , and having read between their lines long enough , I now say to myself that the greater part of conscious thinking must be counted among the instinctive functions , and it is so even in the case of philosophical thinking ; one has here to learn anew , as one learned anew about heredity and "" innateness . "" As little as the act of birth comes into consideration in the whole process and procedure of heredity , just as little is "" being - conscious "" opposed to the instinctive in any decisive sense ; the greater part of the conscious thinking of a philosopher is secretly influenced by his instincts , and forced into definite channels . And behind all logic and its seeming sovereignty of movement , there are valuations , or to speak more plainly , physiological demands , for the maintenance of a definite mode of life For example , that the certain is worth more than the uncertain , that illusion is less valuable than "" truth "" such valuations , in spite of their regulative importance for us , might notwithstanding be only superficial valuations , special kinds of niaiserie , such as may be necessary for the maintenance of beings such as ourselves .","gpt4 beyond_good_and_evil_1_0.9.txt"
"6","Captain Weston , who had been considered , especially by the Churchills , as making such an amazing match , was proved to have much the worst of the bargain ; for when his wife died , after a three years ’ marriage , he was rather a poorer man than at first , and with a child to maintain . From t#GAP# expense o#GAP# the ch#GAP# , how#GAP# , he w#GAP# soon rel#GAP# . The bo#GAP# had , with t#GAP# addit#GAP# soften#GAP# claim o#GAP# a ling#GAP# illness o#GAP# his mo#GAP# 's , be#GAP# the me#GAP# of a so#GAP# of recon#GAP# ; and M#GAP# . and M#GAP# . Churchill , having no children of their own , nor any other young creature of equal kindred to care for , offered to take the whole charge of the little Frank soon after her decease . Some scruples and some reluctance the widower-father may be supposed to have felt ; but as they were overcome by other considerations , the child was given up to the care and the wealth of the Churchills , and he had only his own comfort to seek , and his own situation to improve as he could .","he f ild ever as ieved y he ional ing f ering f ther en ans rt ciliation r rs","Captain Weston, who had been considered, especially by the Churchills, as making such an amazing match, was proved to have much the worst of the bargain; for when his wife died, after a three years’ marriage, he was rather a poorer man than at first, and with a child to maintain. From the expense of the child, however, he was soon relieved. The boy had, with the additional softening claim of a lingering illness of his mother's, been the means of a sort of reconciliation; and Mr. and Mrs. Churchill, having no children of their own, nor any other young creature of equal kindred to care for, offered to take the whole charge of the little Frank soon after her decease. Some scruples and some reluctance the widower-father may be supposed to have felt; but as they were overcome by other considerations, the child was given up to the care and the wealth of the Churchills, and he had only his own comfort to seek, and his own situation to improve as he could.","Captain Weston , who had been considered , especially by the Churchills , as making such an amazing match , was proved to have much the worst of the bargain ; for when his wife died , after a three years ’ marriage , he was rather a poorer man than at first , and with a child to maintain . From the expense of the child , however , he was soon relieved . The boy had , with the additional softening claim of a lingering illness of his mother 's , been the means of a sort of reconciliation ; and Mr . and Mrs . Churchill , having no children of their own , nor any other young creature of equal kindred to care for , offered to take the whole charge of the little Frank soon after her decease . Some scruples and some reluctance the widower-father may be supposed to have felt ; but as they were overcome by other considerations , the child was given up to the care and the wealth of the Churchills , and he had only his own comfort to seek , and his own situation to improve as he could .","gpt4 emma_1_0.9.txt"
"7","Having kept a sharp eye on philosophers , and having read between their lines long enough , I now say to myself that the greater part of conscious thinking must be counted among the instinctive functions , and it is so even in the case of philosophical thinking ; one has here to learn anew , as one learned anew about heredity and "" innateness . "" As litt#GAP# as the a#GAP# of birth com#GAP# into consider#GAP# in the w#GAP# process a#GAP# procedure o#GAP# heredity , jus#GAP# as litt#GAP# is "" being - conscious "" opp#GAP# to the inst#GAP# in any dec#GAP# sense ; the gre#GAP# part o#GAP# the cons#GAP# thinking of a philo#GAP# is sec#GAP# influenced by h#GAP# instincts , and for#GAP# into def#GAP# channels And behind all logic and its seeming sovereignty of movement , there are valuations , or to speak more plainly , physiological demands , for the maintenance of a definite mode of life For example , that the certain is worth more than the uncertain , that illusion is less valuable than "" truth "" such valuations , in spite of their regulative importance for us , might notwithstanding be only superficial valuations , special kinds of niaiserie , such as may be necessary for the maintenance of beings such as ourselves .","le ct es ation hole nd f t le osed inctive isive ater f cious sopher retly is ced inite","Having kept a sharp eye on philosophers, and having read between their lines long enough, I now say to myself that the greater part of conscious thinking must be counted among the instinctive functions, and it is so even in the case of philosophical thinking; one has here to learn anew, as one learned anew about heredity and ""innateness."" As little as the act of birth comes into consideration in the whole process and procedure of heredity, just as little is ""being-conscious"" opposed to the instinctive in any decisive sense; the greater part of the conscious thinking of a philosopher is secretly influenced by his instincts, and forced into definite channels. And behind all logic and its seeming sovereignty of movement, there are valuations, or to speak more plainly, physiological demands, for the maintenance of a definite mode of life For example, that the certain is worth more than the uncertain, that illusion is less valuable than ""truth"" such valuations, in spite of their regulative importance for us, might notwithstanding be only superficial valuations, special kinds of niaiserie, such as may be necessary for the maintenance of beings such as ourselves.","Having kept a sharp eye on philosophers , and having read between their lines long enough , I now say to myself that the greater part of conscious thinking must be counted among the instinctive functions , and it is so even in the case of philosophical thinking ; one has here to learn anew , as one learned anew about heredity and "" innateness . "" As little as the act of birth comes into consideration in the whole process and procedure of heredity , just as little is "" being - conscious "" opposed to the instinctive in any decisive sense ; the greater part of the conscious thinking of a philosopher is secretly influenced by his instincts , and forced into definite channels . And behind all logic and its seeming sovereignty of movement , there are valuations , or to speak more plainly , physiological demands , for the maintenance of a definite mode of life For example , that the certain is worth more than the uncertain , that illusion is less valuable than "" truth "" such valuations , in spite of their regulative importance for us , might notwithstanding be only superficial valuations , special kinds of niaiserie , such as may be necessary for the maintenance of beings such as ourselves .","gpt4 beyond_good_and_evil_1_0.1.txt"
"8","Captain Weston , who had been considered , especially by the Churchills , as making such an amazing match , was proved to have much the worst of the bargain ; for when his wife died , after a three years ’ marriage , he was rather a poorer man than at first , and with a child to maintain . From t#GAP# expense of the child , how#GAP# , he was so#GAP# relieved . The bo#GAP# had , wit#GAP# the add#GAP# softening cl#GAP# of a lin#GAP# illness of his mo#GAP# 's , been the me#GAP# of a so#GAP# of reconciliation ; and Mr . and Mrs . Ch#GAP# , having no ch#GAP# of their ow#GAP# , nor any ot#GAP# young cr#GAP# of equal ki#GAP# to care for , offered to ta#GAP# the whole ch#GAP# of the little Fr#GAP# soon after her decease . Some scruples and some reluctance the widower-father may be supposed to have felt ; but as they were overcome by other considerations , the child was given up to the care and the wealth of the Churchills , and he had only his own comfort to seek , and his own situation to improve as he could .","he ever on y h itional aim gering ther ans rt urchill ildren n her eature ndred ke arge ank","Captain Weston, who had been considered, especially by the Churchills, as making such an amazing match, was proved to have much the worst of the bargain; for when his wife died, after a three years’ marriage, he was rather a poorer man than at first, and with a child to maintain. From the expense of the child, however, he was soon relieved. The boy had, with the additional softening claim of a lingering illness of his mother's, been the means of a sort of reconciliation; and Mr. and Mrs. Churchill, having no children of their own, nor any other young creature of equal kindred to care for, offered to take the whole charge of the little Frank soon after her decease. Some scruples and some reluctance the widower-father may be supposed to have felt; but as they were overcome by other considerations, the child was given up to the care and the wealth of the Churchills, and he had only his own comfort to seek, and his own situation to improve as he could.","Captain Weston , who had been considered , especially by the Churchills , as making such an amazing match , was proved to have much the worst of the bargain ; for when his wife died , after a three years ’ marriage , he was rather a poorer man than at first , and with a child to maintain . From the expense of the child , however , he was soon relieved . The boy had , with the additional softening claim of a lingering illness of his mother 's , been the means of a sort of reconciliation ; and Mr . and Mrs . Churchill , having no children of their own , nor any other young creature of equal kindred to care for , offered to take the whole charge of the little Frank soon after her decease . Some scruples and some reluctance the widower-father may be supposed to have felt ; but as they were overcome by other considerations , the child was given up to the care and the wealth of the Churchills , and he had only his own comfort to seek , and his own situation to improve as he could .","gpt4 emma_1_0.1.txt"
"9","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Such was the impre#GAP# ma#GAP# on Rasko#GAP# by the person sit#GAP# a little dist#GAP# from h#GAP# , who looked li#GAP# a ret#GAP# cl#GAP# . The young m#GAP# of#GAP# reca#GAP# th#GAP# impre#GAP# after#GAP# , and ev#GAP# ascr#GAP# i#GAP# to presen#GAP# . He looked repea#GAP# at the clerk , partly no doubt because the latter was staring persistently at him , obviously anxious to enter into conversation . At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","ssion de lnikov ting ance im ke ired erk an ten lled is ssion wards en ibed t timent tedly","There are chance meetings with strangers that interest us from the first moment, before a word is spoken. Such was the impression made on Raskolnikov by the person sitting a little distance from him, who looked like a retired clerk. The young man often recalled this impression afterwards, and even ascribed it to presentiment. He looked repeatedly at the clerk, partly no doubt because the latter was staring persistently at him, obviously anxious to enter into conversation. At the other persons in the room, including the tavern-keeper, the clerk looked as though he were used to their company, and weary of it, showing a shade of condescending contempt for them as persons of station and culture inferior to his own, with whom it would be useless for him to converse.","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Such was the impression made on Raskolnikov by the person sitting a little distance from him , who looked like a retired clerk . The young man often recalled this impression afterwards , and even ascribed it to presentiment . He looked repeatedly at the clerk , partly no doubt because the latter was staring persistently at him , obviously anxious to enter into conversation . At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","baseline_sel crime_and_punishment_1_0.9.txt"
"10","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Su#GAP# was the impre#GAP# ma#GAP# o#GAP# Rasko#GAP# b#GAP# the person sit#GAP# a lit#GAP# dist#GAP# from h#GAP# , w#GAP# looked li#GAP# a retired cl#GAP# . The yo#GAP# m#GAP# often recalled this impression afterwards , a#GAP# ev#GAP# ascribed i#GAP# t#GAP# presentiment . He loo#GAP# repeatedly at the clerk , partly no doubt because the latter was staring persistently at him , obviously anxious to enter into conversation . At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","ch ssion de n lnikov y ting tle ance im ho ke erk ung an nd en t o ked","There are chance meetings with strangers that interest us from the first moment, before a word is spoken. Such was the impression made on Raskolnikov by the person sitting a little distance from him, who looked like a retired clerk. The young man often recalled this impression afterwards, and even ascribed it to presentiment. He looked repeatedly at the clerk, partly no doubt because the latter was staring persistently at him, obviously anxious to enter into conversation. At the other persons in the room, including the tavern-keeper, the clerk looked as though he were used to their company, and weary of it, showing a shade of condescending contempt for them as persons of station and culture inferior to his own, with whom it would be useless for him to converse.","There are chance meetings with strangers that interest us from the first moment , before a word is spoken . Such was the impression made on Raskolnikov by the person sitting a little distance from him , who looked like a retired clerk . The young man often recalled this impression afterwards , and even ascribed it to presentiment . He looked repeatedly at the clerk , partly no doubt because the latter was staring persistently at him , obviously anxious to enter into conversation . At the other persons in the room , including the tavern-keeper , the clerk looked as though he were used to their company , and weary of it , showing a shade of condescending contempt for them as persons of station and culture inferior to his own , with whom it would be useless for him to converse .","baseline_sel crime_and_punishment_1_0.1.txt"
